16, 16, 0, 1, 1, 4398
16, 16, 0, 2, 1, 2256
16, 16, 0, 2, 2, 1248
16, 16, 0, 2, 4, 752
16, 16, 0, 2, 8, 512
16, 16, 0, 4, 1, 1184
16, 16, 0, 4, 2, 688
16, 16, 0, 4, 4, 448
16, 16, 0, 8, 1, 656
16, 16, 0, 8, 2, 416
16, 16, 0, 16, 1, 400
16, 16, 10, 1, 1, 4024
16, 16, 10, 2, 1, 2137
16, 16, 10, 2, 2, 1185
16, 16, 10, 2, 4, 717
16, 16, 10, 2, 8, 491
16, 16, 10, 4, 1, 1167
16, 16, 10, 4, 2, 679
16, 16, 10, 4, 4, 443
16, 16, 10, 8, 1, 656
16, 16, 10, 8, 2, 416
16, 16, 10, 16, 1, 400
16, 16, 20, 1, 1, 3633
16, 16, 20, 2, 1, 1916
16, 16, 20, 2, 2, 1068
16, 16, 20, 2, 4, 652
16, 16, 20, 2, 8, 452
16, 16, 20, 4, 1, 1082
16, 16, 20, 4, 2, 634
16, 16, 20, 4, 4, 418
16, 16, 20, 8, 1, 656
16, 16, 20, 8, 2, 416
16, 16, 20, 16, 1, 400
16, 16, 30, 1, 1, 2987
16, 16, 30, 2, 1, 1593
16, 16, 30, 2, 2, 897
16, 16, 30, 2, 4, 557
16, 16, 30, 2, 8, 395
16, 16, 30, 4, 1, 895
16, 16, 30, 4, 2, 535
16, 16, 30, 4, 4, 363
16, 16, 30, 8, 1, 588
16, 16, 30, 8, 2, 380
16, 16, 30, 16, 1, 400
16, 16, 40, 1, 1, 2545
16, 16, 40, 2, 1, 1389
16, 16, 40, 2, 2, 789
16, 16, 40, 2, 4, 497
16, 16, 40, 2, 8, 359
16, 16, 40, 4, 1, 827
16, 16, 40, 4, 2, 499
16, 16, 40, 4, 4, 343
16, 16, 40, 8, 1, 554
16, 16, 40, 8, 2, 362
16, 16, 40, 16, 1, 400
16, 16, 50, 1, 1, 2137
16, 16, 50, 2, 1, 1202
16, 16, 50, 2, 2, 690
16, 16, 50, 2, 4, 442
16, 16, 50, 2, 8, 326
16, 16, 50, 4, 1, 725
16, 16, 50, 4, 2, 445
16, 16, 50, 4, 4, 316
16, 16, 50, 8, 1, 486
16, 16, 50, 8, 2, 326
16, 16, 50, 16, 1, 400
16, 16, 60, 1, 1, 1882
16, 16, 60, 2, 1, 1032
16, 16, 60, 2, 2, 600
16, 16, 60, 2, 4, 392
16, 16, 60, 2, 8, 296
16, 16, 60, 4, 1, 640
16, 16, 60, 4, 2, 400
16, 16, 60, 4, 4, 297
16, 16, 60, 8, 1, 435
16, 16, 60, 8, 2, 299
16, 16, 60, 16, 1, 400
16, 16, 70, 1, 1, 1287
16, 16, 70, 2, 1, 743
16, 16, 70, 2, 2, 447
16, 16, 70, 2, 4, 319
16, 16, 70, 2, 8, 249
16, 16, 70, 4, 1, 521
16, 16, 70, 4, 2, 337
16, 16, 70, 4, 4, 274
16, 16, 70, 8, 1, 384
16, 16, 70, 8, 2, 272
16, 16, 70, 16, 1, 400
16, 16, 80, 1, 1, 947
16, 16, 80, 2, 1, 607
16, 16, 80, 2, 2, 375
16, 16, 80, 2, 4, 282
16, 16, 80, 2, 8, 226
16, 16, 80, 4, 1, 436
16, 16, 80, 4, 2, 292
16, 16, 80, 4, 4, 264
16, 16, 80, 8, 1, 384
16, 16, 80, 8, 2, 272
16, 16, 80, 16, 1, 400
16, 16, 90, 1, 1, 539
16, 16, 90, 2, 1, 369
16, 16, 90, 2, 2, 249
16, 16, 90, 2, 4, 242
16, 16, 90, 2, 8, 194
16, 16, 90, 4, 1, 368
16, 16, 90, 4, 2, 256
16, 16, 90, 4, 4, 256
16, 16, 90, 8, 1, 384
16, 16, 90, 8, 2, 272
16, 16, 90, 16, 1, 400
64, 16, 0, 1, 1, 263700
64, 16, 0, 2, 1, 132725
64, 16, 0, 2, 2, 67605
64, 16, 0, 2, 4, 35077
64, 16, 0, 2, 8, 18845
64, 16, 0, 4, 1, 66879
64, 16, 0, 4, 2, 34207
64, 16, 0, 4, 4, 17903
64, 16, 0, 8, 1, 33728
64, 16, 0, 8, 2, 17408
64, 16, 0, 16, 1, 17152
64, 16, 10, 1, 1, 237245
64, 16, 10, 2, 1, 119985
64, 16, 10, 2, 2, 61137
64, 16, 10, 2, 4, 31745
64, 16, 10, 2, 8, 17081
64, 16, 10, 4, 1, 61029
64, 16, 10, 4, 2, 31237
64, 16, 10, 4, 4, 16373
64, 16, 10, 8, 1, 31908
64, 16, 10, 8, 2, 16484
64, 16, 10, 16, 1, 17152
64, 16, 20, 1, 1, 212740
64, 16, 20, 2, 1, 107635
64, 16, 20, 2, 2, 54867
64, 16, 20, 2, 4, 28515
64, 16, 20, 2, 8, 15371
64, 16, 20, 4, 1, 55049
64, 16, 20, 4, 2, 28201
64, 16, 20, 4, 4, 14809
64, 16, 20, 8, 1, 28983
64, 16, 20, 8, 2, 14999
64, 16, 20, 16, 1, 16177
64, 16, 30, 1, 1, 185960
64, 16, 30, 2, 1, 94050
64, 16, 30, 2, 2, 47970
64, 16, 30, 2, 4, 24962
64, 16, 30, 2, 8, 13490
64, 16, 30, 4, 1, 48354
64, 16, 30, 4, 2, 24802
64, 16, 30, 4, 4, 13058
64, 16, 30, 8, 1, 25538
64, 16, 30, 8, 2, 13250
64, 16, 30, 16, 1, 13642
64, 16, 40, 1, 1, 159440
64, 16, 40, 2, 1, 80920
64, 16, 40, 2, 2, 41304
64, 16, 40, 2, 4, 21528
64, 16, 40, 2, 8, 11672
64, 16, 40, 4, 1, 41789
64, 16, 40, 4, 2, 21469
64, 16, 40, 4, 4, 11341
64, 16, 40, 8, 1, 22223
64, 16, 40, 8, 2, 11567
64, 16, 40, 16, 1, 12732
64, 16, 50, 1, 1, 133635
64, 16, 50, 2, 1, 68050
64, 16, 50, 2, 2, 34770
64, 16, 50, 2, 4, 18162
64, 16, 50, 2, 8, 9890
64, 16, 50, 4, 1, 35224
64, 16, 50, 4, 2, 18136
64, 16, 50, 4, 4, 9624
64, 16, 50, 8, 1, 18778
64, 16, 50, 8, 2, 9818
64, 16, 50, 16, 1, 10522
64, 16, 60, 1, 1, 103995
64, 16, 60, 2, 1, 53295
64, 16, 60, 2, 2, 27279
64, 16, 60, 2, 4, 14303
